,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> Jeff: PREVIOUSLY ON
2,00:00:02.63,00:00:02.63,"""SURVIVOR"": 10 PAIRS OF CASTAWAYS MADE UP OF ONE RETURNS"
3,00:00:05.30,00:00:05.30,PLAYER AND THEIR LOVED ONE BEGAN THE GAME TOGETHER.
4,00:00:11.80,00:00:11.80,"WELCOME TO THE 27th SEASON OF ""SURVIVOR."""
5,00:00:15.23,00:00:15.23,( CHEERS AND APPLAUSE ) >> BUT THEY SOON FOUND OUT THEY
6,00:00:20.90,00:00:20.90,WOULDN'T HAVE THEIR LOVED ONE TO LEAN ON.
7,00:00:23.47,00:00:23.47,YOU'RE PLAYING AGAINST YOUR LOVED ONE.
8,00:00:25.67,00:00:25.67,MAKE A COMPLICATED GAME EVEN TOUGHER.
9,00:00:27.33,00:00:27.33,">> IF THERE'S A CHALLENGE FOR, SAY, A TARP, SHE'S ON THE OTHER"
10,00:00:30.80,00:00:30.80,"TEAM, PART OF ME IS GOING TO SAY I NEED HER TO HAVE A TARP"
11,00:00:33.53,00:00:33.53,INSTEAD OF ME. >> YOU BETTER NOT BE ON MY TEAM
12,00:00:36.10,00:00:36.10,"THINKING THAT. >> WAY TO GO, BRAD."
13,00:00:41.60,00:00:41.60,">> Jeff: AFTER SAYING THEIR GOOD-BYES, THE TWO TRIBES WERE"
14,00:00:45.20,00:00:45.20,"FORCED TO VOTE OUT ONE OF THEIR OWN, DRAWING FIRST BLOOD IN"
15,00:00:49.63,00:00:49.63,"FRONT OF THEIR LOVED ONES. >> LAURA, LAURA."
16,00:00:52.20,00:00:52.20,>> NOT GOOD. >> THE GAME WASN'T OVER FOR CAND
17,00:01:00.07,00:01:00.07,EXPAS LAURA. REDEMPTION ISLAND WAS BACK IN
18,00:01:04.40,00:01:04.40,PLAY. REDEMPTION ISLAND OFFERS YOU A
19,00:01:06.67,00:01:06.67,"SECOND CHANCE IN THE GAME. AND ""BLOOD VERSUS WATER"" WAS"
20,00:01:10.30,00:01:10.30,MUTT ON THE ULTIMATE TEST. RUPERT YOU CAN TAKE HER SPOT ON
21,00:01:14.67,00:01:14.67,REDEMPTION ISLAND. RUPERT GAVE UP HIS LIFE IN THE
22,00:01:17.40,00:01:17.40,GAME. YOU HAVE NOW PUT YOURSELF IN A
23,00:01:19.33,00:01:19.33,SPOT WHERE YOU HAVE TO WIN YOUR--
24,00:01:21.00,00:01:21.00,>> I'M AFTER I'M AFTER TIME AND I WILL.
25,00:01:24.87,00:01:24.87,>> Jeff: JOHN DECIDED TO LET HIS WIFE FIGHT HER WAY OFF
26,00:01:28.27,00:01:28.27,REDEMPTION ISLAND. >> I HAVE TO SHOW ALL THOSE
27,00:01:31.60,00:01:31.60,DUMB-ASSES WHAT A BIG MISTAKE THEY MADE.
28,00:01:33.77,00:01:33.77,>> COLTON WAS WORKING ON REPAIRING HIS IMAGE.
29,00:01:37.17,00:01:37.17,>> HE WAS ONE OF THE MOST VINDICTIVE PEOPLE TO PLAY THE
30,00:01:41.50,00:01:41.50,GAME. HAS HE CHANGED?
31,00:01:43.00,00:01:43.00,"I DON'T KNOW. >> BRAD CULPEPPER, THE FORMER"
32,00:01:48.07,00:01:48.07,"NFL PLAYER, HIT THE GROUND RUNNING."
33,00:01:49.87,00:01:49.87,>> TO PLAY THIS GAME YOU NEED TO GET THAT ALLIANCE FAST.
34,00:01:53.00,00:01:53.00,>> Jeff: PUTTING TOGETHER A MAJORITY ALLIANCE OF MEN.
35,00:02:01.33,00:02:01.33,"THEY GOT OFF TO A SLOW START. WHEN KATIE STRUGGLED, THEY"
36,00:02:07.00,00:02:07.00,PULLED OFF THE VICTORY. GULANG WIN IMMUNITY.
37,00:02:12.90,00:02:12.90,>> DON'T LET THAT FOOL YOU! >> Jeff: AFTER GERVASE'
38,00:02:17.07,00:02:17.07,"EXCESSIVE CELEBRATION, THE MEN'S ALLIANCE TARGETED HIS NIECE,"
39,00:02:20.30,00:02:20.30,MARISSA. >> I'M A LITTLE SPOILED ON
40,00:02:22.73,00:02:22.73,MARISSA RIGHT NOW JUST BECAUSE OF THE WAY GERVASE ACTED.
41,00:02:29.17,00:02:29.17,"ACTED. AT TRIBAL COUNCIL, THE MEN CHOSE"
42,00:02:31.17,00:02:31.17,VENGEANCE OVER KEEPING THE TRIBE STRONG.
