,begin,end,subtitles_text
1,00:00:00.12,00:00:00.12,
2,00:00:02.25,00:00:02.25,">> Jeff: PREVIOUSLY ON SURVIVOR,"
3,00:00:04.00,00:00:04.00,"DURING THE PAST FOUR WEEKS,"
4,00:00:05.58,00:00:05.58,THESE CASTAWAYS HAVE ENDURED SEVERE STORMS
5,00:00:09.96,00:00:09.96,THAT NEARLY WASHED AWAY THEIR CAMP.
6,00:00:12.54,00:00:12.54,>> HAVING THREE NIGHTS OF HORRIBLE RAIN IS MISERABLE.
7,00:00:15.92,00:00:15.92,>> Jeff: AND AN ACCIDENTAL FIRE THAT BURNED UP THEIR FOOD.
8,00:00:19.25,00:00:19.25,>> OH MY GOD!
9,00:00:22.04,00:00:22.04,>> Jeff: A MONTH IN NICARAGUA
10,00:00:24.21,00:00:24.21,HAD MADE ONE THING CLEAR--
11,00:00:26.12,00:00:26.12,THIS IS NO PLACE FOR THE WEAK.
12,00:00:28.12,00:00:28.12,"BACK ON DAY FIVE,"
13,00:00:30.88,00:00:30.88,HOLLY MELTED DOWN AND WANTED TO QUIT.
14,00:00:33.29,00:00:33.29,>> I CAN'T DO IT.
15,00:00:34.25,00:00:34.25,>> Jeff: BUT AFTER A PEP TALK
16,00:00:35.54,00:00:35.54,FROM COACH JIMMIE JOHNSON...
17,00:00:36.79,00:00:36.79,>> WE REALLY DO NEED YOU.
18,00:00:38.17,00:00:38.17,>> Jeff: ...SHE STAGED A COMPLETE TURNAROUND
19,00:00:40.33,00:00:40.33,AND FORGED A STRONG ALLIANCE WITH CHASE AND JANE.
20,00:00:43.46,00:00:43.46,>> ONE LESSON I'VE LEARNED OUT HERE
21,00:00:45.71,00:00:45.71,IS QUITTING IS AN EASY WAY OUT.
22,00:00:47.17,00:00:47.17,YOU SIGNED UP FOR SOMETHING.
23,00:00:49.21,00:00:49.21,SUCK IT UP AND FINISH.
24,00:00:51.00,00:00:51.00,">> Jeff: ON DAY 13,"
25,00:00:52.71,00:00:52.71,"RAIN AND BITTER COLD MADE NAONKA WANT TO BAIL,"
26,00:00:55.67,00:00:55.67,BUT KIND WORDS FROM CHASE WARMED HER UP
27,00:00:58.17,00:00:58.17,AND KEPT HER IN THE GAME.
28,00:00:59.21,00:00:59.21,>> WE'LL BE ALL RIGHT.
29,00:01:00.29,00:01:00.29,WE'LL MAKE IT THROUGH THIS.
30,00:01:01.33,00:01:01.33,THIS AIN'T NOTHING.
31,00:01:02.79,00:01:02.79,">> Jeff: ON DAY 15,"
32,00:01:05.12,00:01:05.12,PURPLE KELLY HIT THE WALL.
33,00:01:07.08,00:01:07.08,">> I HAVEN'T REALLY BEEN, LIKE, WARM."
34,00:01:08.21,00:01:08.21,LIKE EVERY NIGHT HAS BEEN FREEZING.
35,00:01:10.17,00:01:10.17,IT'S KILLING ME OUT HERE.
36,00:01:12.04,00:01:12.04,I JUST WANT TO QUIT.
37,00:01:13.17,00:01:13.17,>> Jeff: BUT SHE STAYED
38,00:01:14.75,00:01:14.75,BECAUSE HE WAS BLINDLY OBEDIENT
39,00:01:16.33,00:01:16.33,TO TRIBE LEADERS BRENDA AND SASH.
40,00:01:18.17,00:01:18.17,">> WHEN IT COMES DOWN TO IT,"
41,00:01:20.12,00:01:20.12,IT'S REALLY WHATEVER SASH AND I WANT.
42,00:01:24.96,00:01:24.96,">> Jeff: AT THE LAST TRIBAL COUNCIL,"
43,00:01:27.12,00:01:27.12,HOLLY AND JANE LED A CONSPIRACY
44,00:01:29.38,00:01:29.38,TO TAKE BRENDA OUT.
45,00:01:30.92,00:01:30.92,SO SHE TRIED TO DIVERT ATTENTION TO NAONKA.
46,00:01:34.08,00:01:34.08,>> IT WAS NAONKA WANTING TO JUMP SHIP.
47,00:01:35.71,00:01:35.71,">> Jeff: BRENDA'S LONG-TIME ALLY, SASH,"
48,00:01:38.25,00:01:38.25,COULD HAVE SAVED HER
49,00:01:39.46,00:01:39.46,IF HE COUGHED UP HIS HIDDEN IMMUNITY IDOL.
50,00:01:41.29,00:01:41.29,"IF ANYBODY HAS THE IMMUNITY IDOL AND YOU WANT TO PLAY IT,"
51,00:01:44.17,00:01:44.17,NOW WOULD BE THE TIME TO DO SO.
52,00:01:46.38,00:01:46.38,BUT HE DIDN'T.
53,00:01:48.04,00:01:48.04,"11th PERSON VOTED OUT,"
54,00:01:50.04,00:01:50.04,"AND THE THIRD MEMBER OF OUR JURY, BRENDA."
55,00:01:52.17,00:01:52.17,>> BRENDA WAS VOTED OUT
56,00:01:53.62,00:01:53.62,AND PURPLE KELLY WAS THE ONLY ONE
57,00:01:55.38,00:01:55.38,WHO DIDN'T SEE IT COMING.
58,00:01:56.62,00:01:56.62,"NINE ARE LEFT,"
59,00:01:57.71,00:01:57.71,WHO WILL BE VOTED OUT TONIGHT?
60,00:02:09.67,00:02:09.67,>> I CAN'T SEE A THING.
61,00:02:12.12,00:02:12.12,I'M HITTING A BRANCH.
62,00:02:14.00,00:02:14.00,>> IT'S A LITTLE FURTHER.
63,00:02:16.42,00:02:16.42,>> SASH.
64,00:02:17.58,00:02:17.58,">> THANKS, BUDDY."
65,00:02:18.67,00:02:18.67,>> YEP.
66,00:02:19.79,00:02:19.79,>> TONIGHT WAS WILD.
67,00:02:21.00,00:02:21.00,>> IT WAS TOO WILD.
68,00:02:22.46,00:02:22.46,">> LIKE, I DON'T..."
69,00:02:24.00,00:02:24.00,I DON'T UNDERSTAND AT ALL
70,00:02:25.38,00:02:25.38,WHAT IS GOING ON.
71,00:02:26.42,00:02:26.42,>> I DIDN'T KNOW WHAT...
72,00:02:27.46,00:02:27.46,>> WHO DID YOU END UP VOTING FOR?
73,00:02:28.71,00:02:28.71,>> BRENDA.
74,00:02:29.71,00:02:29.71,">> OH, YOU DID?"
75,00:02:31.12,00:02:31.12,">> YEAH, DID YOU HEAR ALL SHE WAS TALKING ABOUT ME?"
76,00:02:32.83,00:02:32.83,>> SHE REALLY CALLED YOU OUT ON EVERYTHING.
77,00:02:34.50,00:02:34.50,"BRENDA LEAVING THE GAME, LIKE, COMPLETELY SCREWED ME OVER."
78,00:02:37.92,00:02:37.92,"I WAS JUST COMPLETELY LEFT IN THE DARK,"
