,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> Jeff: PREVIOUSLY ON
2,00:00:02.77,00:00:02.77,"""SURVIVOR"" -- FOR TYSON, LIFE IN THE GAME WAS GOOD."
3,00:00:05.17,00:00:05.17,"HE WAS IN A MAJORITY ALLIANCE WITH GERVASE, MONICA AND CIERA"
4,00:00:10.10,00:00:10.10,AND FOUND ANOTHER HIDDEN IMMUNITY IDOL.
5,00:00:12.17,00:00:12.17,>> I THINK I'LL KEEP IT TO MYSELF.
6,00:00:16.37,00:00:16.37,">> Jeff: BUT AT THE LAST TRIBAL COUNCIL, HIS GAME STARTED"
7,00:00:19.63,00:00:19.63,"TO UNRAVEL. >> CIERA, I'M TELLING YOU RIGHT"
8,00:00:22.23,00:00:22.23,"NOW, I'VE NEVER BETRAYED YOU AND I'M PLANNING ON STAYING WITH"
9,00:00:25.43,00:00:25.43,THAT. >> OKAY.
10,00:00:26.23,00:00:26.23,">> SYRIA, YOU CAN COME WITH US, YOU CAN DRAW ROCKS."
11,00:00:28.83,00:00:28.83,"AND THAT'S A BIG MOVE. >> OH, MY GOSH."
12,00:00:31.10,00:00:31.10,>> Jeff: CIERA FLIPPED ON HER ALLIANCE.
13,00:00:34.43,00:00:34.43,"MONICA, WE'RE TIED. AND FOR THE SECOND TIME IN"
14,00:00:37.63,00:00:37.63,"""SURVIVOR"" HISTORY THE GAME CAME DOWN TO CHOOSING ROCKS."
15,00:00:40.57,00:00:40.57,AND REVEAL. CIERA AND TYSON GOT LUCKY AND
16,00:00:44.37,00:00:44.37,KATIE WAS SENT TO REDEMPTION ISLAND.
17,00:00:47.43,00:00:47.43,"KATIE, THE TRIBE HAS SPOKEN, GRAB YOUR TORCH, HEAD TO"
18,00:00:52.40,00:00:52.40,REDEMPTION ISLAND. FIVE ARE LEFT.
19,00:00:54.67,00:00:54.67,WHO WILL BE VOTED OUT TONIGHT? >> KATIE?
20,00:01:15.30,00:01:15.30,>> HI! >> OH!
21,00:01:16.93,00:01:16.93,>> BABY! WERE.
22,00:01:18.97,00:01:18.97,">> WERE YOU SLEEPING? >> NO, WE'VE BEEN WAITING UP."
23,00:01:22.17,00:01:22.17,>> KATIE'S HERE WITH ME SO OF COURSE I'M SO HAPPY TO SEE HER.
24,00:01:26.50,00:01:26.50,BUT I'M NOT HAPPY THAT SHE'S OUT OF THE GAME.
25,00:01:29.13,00:01:29.13,HOW ARE YOU DOING? >> WE HAD TO DRAW ROCKS TONIGHT.
26,00:01:32.37,00:01:32.37,>> UH-UH! >> OH!
27,00:01:34.87,00:01:34.87,>> AND YOU DREW THE ROCK? >> YEAH.
28,00:01:37.60,00:01:37.60,"BUT IT WAS JUST BETWEEN THREE OF US, THOUGH."
29,00:01:39.43,00:01:39.43,>> WHO DREW FIRST? >> I DREW FIRST.
30,00:01:41.60,00:01:41.60,TONIGHT WAS MY SHOT TO KNOCK TYSON OFF OF HIS THRONE AND I
31,00:01:44.63,00:01:44.63,COULD HAVE GONE FARTHERRER IN THE GAME IF THINGS WENT MY WAY
32,00:01:47.70,00:01:47.70,BUT I HAD THE WHITE ROCK. SO I WAS ROCKED OUT.
33,00:01:52.43,00:01:52.43,DO YOU THINK I SHOULD HAVE JUST GONE WITH HAYDEN TONIGHT.
34,00:01:54.83,00:01:54.83,>> NO. YOU HAD NOTHING TO LOSE.
35,00:01:56.90,00:01:56.90,I THINK IT'S GREAT THAT THEY ARE WILLING TO DRAW ROCKS.
36,00:01:59.33,00:01:59.33,KUDOS TO THEM. BUT THIS WILL PROBABLY BE THE
37,00:02:02.90,00:02:02.90,TOUGHEST REDEMPTION ARENA BECAUSE KATIE AND I BOTH CAN'T
38,00:02:05.53,00:02:05.53,GO BACK INTO THE GAME. IT'S GOT TO BE ONE OF US.
39,00:02:26.43,00:02:26.43,>> I THINK WE SHOULD BOTH TRY OUR HARDEST.
40,00:02:31.43,00:02:31.43,">> I KNOW, BUT YOU'RE STILL MY DAUGHTER."
41,00:02:34.67,00:02:34.67,IT'S HARD TO HAVE BEEN AT REDEMPTION ISLAND NOW FOR NINE
42,00:02:37.70,00:02:37.70,DAYS AND YOU HOPE TO GET BACK IN THE GAME AND TO FINISH WHAT YOU
43,00:02:40.90,00:02:40.90,STARTED BUT IT'S MY DAUGHTER AND THAT TAKES PRECEDENCE ABOVE ALL
44,00:02:45.60,00:02:45.60,THINGS. EVEN A MILLION DOLLARS.
45,00:02:48.57,00:02:48.57,"I'M VERY PROUD OF YOU, KATIE. >> THANK YOU."
46,00:02:57.10,00:02:57.10,">> WOW! CRAZY PLAY, GUYS."
47,00:03:02.07,00:03:02.07,">> CIERA, I OWE YOU A HUG. >> YOU GUYS KNOW I LOVE"
48,00:03:06.37,00:03:06.37,"EVERYONE, RIGHT? >> YEAH, NO, THAT WAS A GREAT"
49,00:03:08.83,00:03:08.83,PLAY. I WAS EXCITED TO BE PART OF IT.
50,00:03:10.37,00:03:10.37,IF I WERE KATIE I WOULDN'T EXCITED TO BE PART OF IT BUT --
51,00:03:13.30,00:03:13.30,>> GREAT JOB. >> CRAZY!
52,00:03:16.17,00:03:16.17,"GREAT JOB. >> MONICA, I LOVE YOU."
53,00:03:19.47,00:03:19.47,I HAD TO FIGHT HARD THROUGH EVERYTHING.
54,00:03:22.93,00:03:22.93,I KNEW YOU WAS GOING HOME SO -- TRIBAL COUNCIL TONIGHT WAS
55,00:03:26.93,00:03:26.93,INSANE! I'M LITERALLY -- I'M FIGHTING
56,00:03:29.33,00:03:29.33,FOR MY LIFE IN THE GAME. AND THEN THE VERY NEXT MOMENT
57,00:03:32.20,00:03:32.20,WE'RE DRAWING ROCKS AND I REALIZE THIS WORKED!
58,00:03:35.80,00:03:35.80,"LIKE, WHAT? I'M SAFE!"
59,00:03:38.60,00:03:38.60,BEST-CASE SCENARIO WOULD HAVE BEEN TYSON DREW THE WHITE ROCK
60,00:03:41.27,00:03:41.27,AND WENT HOME. THAT WOULD HAVE FLIPPED THE
61,00:03:43.77,00:03:43.77,SCRIPT. FLIPPED IT.
62,00:03:44.77,00:03:44.77,BUT ONE THING THAT'S NOT GOING TO CHANGE IS I'M GOING TO BE
63,00:03:47.60,00:03:47.60,WITH CIERA ALL THE WAY TO THE END.
64,00:03:49.53,00:03:49.53,YOU GUYS WOULD HAVE DONE THE SAME THING.
65,00:03:51.33,00:03:51.33,"TRY, TRY, TRY. >> RIGHT."
66,00:03:52.70,00:03:52.70,THAT'S WHY YOU DON'T TELL AN INSANE PERSON THEY'RE NEXT TO
67,00:03:55.87,00:03:55.87,GO-- GERVASE. >> YOU SAYING I'M INSANE?
68,00:03:58.33,00:03:58.33,">> THE LAST THREE DAYS PROBABLY PRETTY MUCH, YEAH."
69,00:04:01.40,00:04:01.40,YOU CAN'T EVER LET THE PERSON ON THE BOTTOM KNOW THEY'RE GOING
70,00:04:04.70,00:04:04.70,"HOME. THAT'S ""SURVIVOR"" 101."
71,00:04:06.47,00:04:06.47,IT GIVES THEM A CHANCE TO BE CRAZY.
72,00:04:08.40,00:04:08.40,YOU HAVE TO GIVE THEM HOPE. YOU HAVE TO TELL THEM SOMEBODY
73,00:04:10.83,00:04:10.83,ELSE'S NAME. BECAUSE THEN THE FIREWORKS
74,00:04:14.83,00:04:14.83,"WOULDN'T HAVE HAPPENED. >> THESE GUYS STICKING WITH ME,"
75,00:04:17.77,00:04:17.77,I DON'T EVEN KNOW THAT WAS ABOUT.
76,00:04:19.43,00:04:19.43,"I PICKED UP MY BAG AND SAID OKAY, I'M LEAVING AND YOU GUYS"
77,00:04:24.03,00:04:24.03,-- I CAN'T BELIEVE THAT YOU GUYS STUCK WITH ME!
78,00:04:27.27,00:04:27.27,I CANNOT BELIEVE IT. >> THERE'S YOUR LINE IN THE
79,00:04:32.10,00:04:32.10,"SAND. >> BUT DON'T WORRY, I'VE ALREADY"
80,00:04:34.33,00:04:34.33,GOT HER PULLING BACK OVER HERE. I GOT HER.
81,00:04:37.23,00:04:37.23,NOW YOU'RE ALL ALONE AGAIN. >> I FEEL LIKE I'M ALWAYS IN THE
