,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> Jeff:  PREVIOUSLY ON
2,00:00:02.07,00:00:02.07,"""SURVIVOR"": IN THE BEGINNING OF THE GAME, LISA WASAB OW CAST,"
3,00:00:05.83,00:00:05.83,AND STRUGGLED TO HIDE HER IDENTITY AS A FORMER TEEN STAR.
4,00:00:10.00,00:00:10.00,>> MAYBE I'M NOT ABLE TO PLAY THIS GAME.
5,00:00:15.60,00:00:15.60,">> Jeff: AS OF THE MERGE ONLY TWO DISCOVERED HER SECRET,"
6,00:00:19.80,00:00:19.80,"PENNER AND SKUPIN, WHO HAD JUST BECOME HER BIGGEST ALLY IN THE"
7,00:00:23.63,00:00:23.63,GAME. >> LISA IS IN THIS GAME TO WIN
8,00:00:25.33,00:00:25.33,"IT, WHICH IS GREAT BECAUSE SHE'S MY CLOSEST ALLY OUT HERE."
9,00:00:29.23,00:00:29.23,>> Jeff: LISA AND SKUPIN'S ONLY PROBLEM WAS EVERYONE WANTED
10,00:00:34.30,00:00:34.30,A RETURNING PLAYER OUT NEXT. >> I'LL JOIN ANY GANG AS LONG AS
11,00:00:39.50,00:00:39.50,I GET PENNER OUT BEFORE I GET OUT.
12,00:00:41.60,00:00:41.60,>> Jeff: AT THE IMMUNITY CHALLENGE--
13,00:00:43.47,00:00:43.47,">> COME ON, JEFF, PEERPT. >> Jeff: PENNER STARTING TO"
14,00:00:46.20,00:00:46.20,PULL AWAY. PENNURE DOWN TO TWO PIECES.
15,00:00:48.87,00:00:48.87,PENNER WINS IMMUNITY. PENNER WON IMMUNITY AND LISA
16,00:00:52.27,00:00:52.27,DECIDED TO MAKE A BIG MOVE ATTEMPTING TO SAVE SKUPIN.
17,00:00:56.17,00:00:56.17,>> MALCOLM HAS WANT IMMUNITY IDOL.
18,00:00:59.13,00:00:59.13,>> Jeff: BY THROWING MALCOLM AND HIS IDOL UNDER THE BUS.
19,00:01:03.43,00:01:03.43,>> EVERYBODY IS GOING MAD IN THE PAST HOUR.
20,00:01:05.50,00:01:05.50,IF THIS THING EVEN SEEMSCROSE I'M PLAYING IT.
21,00:01:08.63,00:01:08.63,>> . >> I PUT MY FAITH IN A LITTLE
22,00:01:12.57,00:01:12.57,TEXAS GIRL AND SHE THROUGH ME UNDER THE BUS.
23,00:01:15.23,00:01:15.23,>> I THINK THIS IS LUDICROUS. AND MALCOLM WAS WAY SLONGENER
24,00:01:18.77,00:01:18.77,OUR ALLIANCE THAN SKUPIN EVER WAS.
25,00:01:20.80,00:01:20.80,>> Jeff: AND IT BECAME CLEAR THERE WERE TWO MAJOR ALLIANCES.
26,00:01:25.30,00:01:25.30,"THERE IS THE TANDANG FIVE, AND THEN THERE IS THEICAL BOW FOUR"
27,00:01:30.57,00:01:30.57,"AND MALCOLM, EACH WITH THEIR OWN IMMUNITY IDOL."
28,00:01:33.73,00:01:33.73,">> THIS IS AWESOME. >> Jeff: IN THE END, TANDANG"
29,00:01:37.43,00:01:37.43,STAYED AND GOT THEIR WAY. NINTH PERSON VOTED OUT AND THE
30,00:01:39.80,00:01:39.80,SECOND MEMBER OF OUR JURY. JEFF.
31,00:01:41.80,00:01:41.80,"THE TRIBE HAS SPOKEN. NINE ARE LEFT, WHO WILL BE VOTED"
32,00:01:45.50,00:01:45.50,OUT TONIGHT. >> TRIBAL COUNCIL WAS THE MOST
33,00:02:02.50,00:02:02.50,AMAZING EXPERIENCE BECAUSE LISA MADE HER BIG MOVE TO SAVE ME.
34,00:02:07.03,00:02:07.03,"SO GOING FROM ""IT'S YOU"" TO ""IT'S NOT YOU"" IN THE MATTER OF"
35,00:02:13.30,00:02:13.30,FIVE MINUTES IS A SENSE OF RELIEF.
36,00:02:14.97,00:02:14.97,"I MEAN, THE GAME COULD HAVE BEEN FLIPPED AROUND WITH ONE OR TWO"
37,00:02:17.63,00:02:17.63,"MORE VOTES FOR PETE, BUT WHETHER PETE WENT OR WHETHER JEFF WENT,"
38,00:02:22.67,00:02:22.67,THEY'RE BOTH THE TWO MOST OUTSPOKEN PEOPLE ABOUT GETTING
39,00:02:25.67,00:02:25.67,RID OF RETURNING PLAYERS. SO HAVING ONE OF THEM GO WAS A
40,00:02:30.23,00:02:30.23,"WIN-WIN FOR ME, EITHER WAY. >> THANKS IF YOUR VOTE, MIKE."
41,00:02:34.17,00:02:34.17,"THAT WAS LOVELY. >> I DIDN'T VOTE FOR YOU, ABI."
42,00:02:38.53,00:02:38.53,I DIDN'T VOTE FOR YOU. >> WHO VOTED FOR ME?
43,00:02:40.30,00:02:40.30,>> >> DID.
44,00:02:40.93,00:02:40.93,>> I HAVE NO IDEA. >> YOU VOTED FOR ME?
45,00:02:43.07,00:02:43.07,">> YEAH, I WAS P.O.'D. SOME PLAN CAN THE B"" GOING."
46,00:02:47.73,00:02:47.73,"NOBODY TELLS ME ABOUT THE PLAN ""B."""
47,00:02:49.70,00:02:49.70,THAT'S NOT VERY NICE. >> YOU VOTED FOR ME?
48,00:02:51.17,00:02:51.17,>> I VOTE FOR YOU. I DON'T LIKE BUYING PLAYED LIKE
49,00:02:55.17,00:02:55.17,THAT. THAT PISSED ME OFF.
50,00:02:56.20,00:02:56.20,THAT WAS THE MOST INCREDIBLE TRIBAL I HAVE EVER BEEN A PART
51,00:02:59.20,00:02:59.20,OF. THAT WAS CRAZY.
52,00:03:00.17,00:03:00.17,I DON'T EVEN KNOW WHAT THE HELL HAPPENED.
