,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,>> JEFF PROBST: previously on
1,00:00:03.29,00:00:03.29,"Survivor...Knowing they were outnumbered,"
2,00:00:07.21,00:00:07.21,the men of Raro got to work.>> I think they're definitely
3,00:00:10.62,00:00:10.62,trying to prove themselves tothe women so that the women
4,00:00:13.08,00:00:13.08,don't try to overthrow all ofthe guys.
5,00:00:15.29,00:00:15.29,I love it.>> PROBST: At the reward
6,00:00:18.46,00:00:18.46,challenge...>> Pull it in.
7,00:00:20.21,00:00:20.21,"Pull it in.>> PROBST: ...together, Nate and"
8,00:00:22.21,00:00:22.21,Adam were unstoppable.>> Raro wins reward.
9,00:00:26.12,00:00:26.12,">> PROBST: And Jonathan was sentto Exile Island, where he came"
10,00:00:29.62,00:00:29.62,to a realization.>> I dug for hours and there was
11,00:00:33.08,00:00:33.08,no idol there.At this point I have to assume
12,00:00:35.75,00:00:35.75,the idol has been found.>> PROBST: Back at Raro...
13,00:00:39.17,00:00:39.17,">> We've got to get that pot.>> Oh, you know what?"
14,00:00:41.21,00:00:41.21,We need some more salt water.>> PROBST: ...Christina was
15,00:00:43.17,00:00:43.17,testing her tribe's patience.>> We're all annoyed by
16,00:00:45.17,00:00:45.17,"Christina.She tells people, ""Can you do"
17,00:00:47.88,00:00:47.88,"this, can you do that?"">> Somebody help."
18,00:00:51.08,00:00:51.08,>> She'd better watch herself.>> PROBST: At the immunity
19,00:00:53.33,00:00:53.33,challenge...>> Rebecca's not up.
20,00:00:55.96,00:00:55.96,>> PROBST: ...Raro fell short.>> Aitu wins immunity!
21,00:01:01.71,00:01:01.71,">> PROBST: After the challenge,the tribe was united on who was"
22,00:01:04.38,00:01:04.38,next to go.>> Okay.
23,00:01:08.67,00:01:08.67,>> Yeah.>> Yeah.
24,00:01:10.50,00:01:10.50,>> PROBST: but Stephannie's talkof home...
25,00:01:12.75,00:01:12.75,>> I can see myself going homeand getting some mashed potatoes
26,00:01:14.79,00:01:14.79,and gravy.>> PROBST: ...made the tribe
27,00:01:17.75,00:01:17.75,wonder if her head was in thegame.
28,00:01:19.25,00:01:19.25,>> She's already mentallychecked out.
29,00:01:21.21,00:01:21.21,">> PROBST: At tribal council...>> You know, I thought Christina"
