,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,">> JEFF PROBST: Previously, on"
1,00:00:02.88,00:00:02.88,Survivor:>> ( laughs ): We shocked
2,00:00:05.83,00:00:05.83,the shiznit out of them.>> PROBST: The men swallowed
3,00:00:08.58,00:00:08.58,"their pride after they weredeceived, when the women's"
4,00:00:11.04,00:00:11.04,alliance rejoined forces andvoted off Rory.
5,00:00:14.04,00:00:14.04,>> It's gonna be tough tosurvive the rest of this game.
6,00:00:17.04,00:00:17.04,>> No way!>> PROBST: And the tribe got a
7,00:00:19.17,00:00:19.17,new pet.>> Chris!
8,00:00:21.08,00:00:21.08,"Oh, my God!>> Here, pig, pig, pig, pig..."
9,00:00:23.17,00:00:23.17,">> No, no, no, no, no, no, no.You can't eat him."
10,00:00:25.83,00:00:25.83,>> PROBST: At the rewardchallenge...
11,00:00:28.12,00:00:28.12,Eliza out of the game.>> Shows you just where
12,00:00:30.88,00:00:30.88,"you are, doesn't it, boys?>> PROBST: Politics and trivia"
13,00:00:33.08,00:00:33.08,helped Leann come out on top.Leann wins reward.
14,00:00:35.04,00:00:35.04,>> I won something!>> PROBST: She chose Julie to
15,00:00:37.29,00:00:37.29,join her.>> Can you believe we
16,00:00:39.25,00:00:39.25,said that?( laughter )
17,00:00:41.71,00:00:41.71,"Oh, my God.>> PROBST: The girls then shared"
18,00:00:44.79,00:00:44.79,a picnic on the rim of a dormantvolcano.
19,00:00:46.58,00:00:46.58,">> Hello.>> Oh, wow."
20,00:00:48.08,00:00:48.08,">> PROBST: The two talkedstrategy, and Julie made her"
21,00:00:50.21,00:00:50.21,move.>> I'd be down.
22,00:00:51.96,00:00:51.96,I'd be faithful.>> Yes?
23,00:00:53.17,00:00:53.17,>> I would.Cheers.
24,00:00:54.38,00:00:54.38,( laughter )>> PROBST: Back at camp...
25,00:00:56.96,00:00:56.96,>> Look at you.She's all pissed off.
26,00:00:59.17,00:00:59.17,">> PROBST: Eliza was livid,because the challenge revealed"
27,00:01:01.88,00:01:01.88,"the girls' pecking order, andshe was first to go."
28,00:01:04.67,00:01:04.67,>> It is personal.It's definitely personal.
29,00:01:06.88,00:01:06.88,">> Oh, Eliza, good grief!>> PROBST: The men saw an"
30,00:01:09.54,00:01:09.54,opportunity to break the women'salliance.
31,00:01:11.67,00:01:11.67,>> We see a weaknessright there.
32,00:01:13.42,00:01:13.42,">> PROBST: At the immunitychallenge, Ami mastered the"
33,00:01:16.25,00:01:16.25,puzzle...Ami wins immunity.
34,00:01:18.04,00:01:18.04,...and claimed victory.Safe tonight at the vote is this
35,00:01:21.92,00:01:21.92,"woman, Ami.Back at Alinta..."
36,00:01:24.21,00:01:24.21,>> You're a horrible dancer.>> I know.
37,00:01:26.04,00:01:26.04,>> PROBST: ...Scout worried thatJulie had charmed Leann and
38,00:01:28.42,00:01:28.42,"stole her ""final four"" spot.>> Jules and Leann have"
39,00:01:31.21,00:01:31.21,gotten to be kind of tight sincethey went on their little trip
40,00:01:34.12,00:01:34.12,"together.Hell, I might get sent home"
41,00:01:35.75,00:01:35.75,tonight.>> PROBST: And Chris considered
42,00:01:37.54,00:01:37.54,his own strategies.>> We don't have the
43,00:01:39.92,00:01:39.92,numbers.Unless we can pull something off
44,00:01:41.92,00:01:41.92,"with Twila and Eliza, it's over.>> PROBST: But at Tribal"
45,00:01:47.96,00:01:47.96,"Council, the women's allianceheld strong, and Chris made a"
46,00:01:50.12,00:01:50.12,"move to save himself.>> This is for you, not"
47,00:01:53.12,00:01:53.12,against you.>> PROBST: Tenth person voted
48,00:01:55.25,00:01:55.25,"out of Survivor: Vanuatu...Sarge, the tribe has spoken."
49,00:02:00.08,00:02:00.08,Eight are left.Who will be voted out tonight?
50,00:02:03.21,00:02:03.21,  Captioning sponsored by  CBS PARAMOUNT
51,00:02:05.12,00:02:05.12,  NETWORK TELEVISION(theme song playing)
52,00:02:41.54,00:02:41.54,♪ ♪( snorting )
53,00:03:21.17,00:03:21.17,>> That was the toughestTribal Council I've been to.
54,00:03:24.08,00:03:24.08,">> Me, too.>> And I can tell everybody why."
55,00:03:25.88,00:03:25.88,>> Why?>> Why?
56,00:03:27.50,00:03:27.50,">> Ten minutes before weleft camp, Sarge asked me who I"
57,00:03:30.71,00:03:30.71,"was voting for.I told him I hadn't decided, and"
58,00:03:33.21,00:03:33.21,"I didn't know, that I-I justdidn't know what to do."
59,00:03:35.75,00:03:35.75,"Right before we started walking,he grabbed me by the shoulder"
60,00:03:38.33,00:03:38.33,and told me to vote for him.I asked him why.
61,00:03:41.54,00:03:41.54,"He said, just do it, everybodyelse is."
62,00:03:44.71,00:03:44.71,I voted for Sarge.I told them that Sarge told me
63,00:03:51.08,00:03:51.08,"to vote for him, but he didn't.Um, I voted for Sarge..."
64,00:03:55.08,00:03:55.08,"to stay close to the women and,you know, go further in the"
65,00:03:57.21,00:03:57.21,"game.You know, this is for the best."
66,00:03:59.83,00:03:59.83,"Uh, this is for my personal, youknow, reasons in the game to try"
67,00:04:03.67,00:04:03.67,to get as far as I can.( birds singing )
68,00:04:34.25,00:04:34.25,>> ( whispering ): Ami andLeann have turned.
69,00:04:36.67,00:04:36.67,"They've changed their alliancefrom, uh, Twila and myself being"
70,00:04:39.96,00:04:39.96,"in the top four, moving Julesinto a spot, and she didn't"
71,00:04:42.79,00:04:42.79,deserve it.I'm not gonna sit by and let
72,00:04:44.42,00:04:44.42,that happen.This morning I went to the guys
73,00:04:48.54,00:04:48.54,"at the fire, and I whispered tothem that I had plan to keep"
74,00:04:50.79,00:04:50.79,them in the game.I asked them not to tell
75,00:05:03.21,00:05:03.21,anybody.Told them I needed to talk to
76,00:05:05.33,00:05:05.33,"Twila, and I'd get back withthem."
77,00:05:07.50,00:05:07.50,"The plan that I have would takeout Eliza, then take out Ami."
78,00:05:12.58,00:05:12.58,"We got to get Ami out of there.She's a strong contender, and"
79,00:05:16.04,00:05:16.04,"she's, uh, manipulative, andit's a whole different game,"
80,00:05:19.17,00:05:19.17,then.>> We have mail.
81,00:05:43.25,00:05:43.25,"Wild mail.""To this challenge, you'll bring"
82,00:05:47.38,00:05:47.38,your pig.Some will push and some will
83,00:05:48.96,00:05:48.96,dig.It just depends on how you move
84,00:05:51.50,00:05:51.50,through the earth.Today you'll see how much your
85,00:05:54.25,00:05:54.25,"little piggy's worth."">> Oh..."
86,00:05:56.92,00:05:56.92,( snorting )>> Want me to carry him?
87,00:05:58.79,00:05:58.79,>> Yeah.>> This ought to be real
88,00:06:00.50,00:06:00.50,fun with this pig today.( pig squealing )
89,00:06:03.21,00:06:03.21,( indistinct chatter )( pig squealing )
90,00:06:13.54,00:06:13.54,>> PROBST: The Alinta mascot.>> He needs a buff.
91,00:06:16.46,00:06:16.46,">> PROBST: You know, I thoughtyou might want a buff."
92,00:06:18.38,00:06:18.38,"I did have one ready.Chris, you want to do the"
93,00:06:20.25,00:06:20.25,honors?>> Awesome.
94,00:06:21.50,00:06:21.50,>> PROBST: Does he have a name?>> He's had about 15
95,00:06:24.04,00:06:24.04,"names, but Piggy is what stuck.Piggy."
96,00:06:26.92,00:06:26.92,">> PROBST: Come on, buddy.>> Here you go."
97,00:06:29.96,00:06:29.96,Go on.>> PROBST: Has it been nice
98,00:06:32.92,00:06:32.92,having a little company at camp?>> Not when you're
99,00:06:35.00,00:06:35.00,"hungry, and you want meat.( laughter )"
100,00:06:37.96,00:06:37.96,">> Twila.>> PROBST: All right, you guys"
101,00:06:40.25,00:06:40.25,ready to get to today'schallenge?
102,00:06:41.92,00:06:41.92,>> Yes.>> Sure thing.
103,00:06:43.46,00:06:43.46,">> PROBST: For today'schallenge,"
104,00:06:44.96,00:06:44.96,you will be randomly dividedinto two tribes of four.
105,00:06:47.25,00:06:47.25,You'll compete in this obstaclecourse.
106,00:06:49.25,00:06:49.25,One person will be yoursacrificial lamb.
107,00:06:51.38,00:06:51.38,They will be attached to a ropewhich runs the entire length of
108,00:06:54.75,00:06:54.75,this obstacle course.They will also have their hands
109,00:06:56.88,00:06:56.88,tied.So the other three tribe members
110,00:06:59.42,00:06:59.42,will be responsible for gettingthem through all five stages of
111,00:07:02.92,00:07:02.92,"the course.For the first stage, you'll go"
112,00:07:05.21,00:07:05.21,up and over a three-level fence.You'll then maneuver through a
113,00:07:08.25,00:07:08.25,series of hitching posts.You'll then climb up and over a
114,00:07:10.62,00:07:10.62,wall.You will then dig under a log.
115,00:07:13.12,00:07:13.12,"And then finally, you willmaneuver through a vertical rope"
116,00:07:15.38,00:07:15.38,maze.First tribe to get all four of
117,00:07:17.62,00:07:17.62,their people to their finaltam-tam wins reward.
118,00:07:19.62,00:07:19.62,You want to know what you'replaying for?
119,00:07:21.25,00:07:21.25,>> Yes.>> Yeah.
120,00:07:22.29,00:07:22.29,>> Yeah.>> PROBST: The winning foursome
121,00:07:23.92,00:07:23.92,"will leave here, be taken toanother island for an overnight"
122,00:07:25.92,00:07:25.92,visit...>> Yes!
123,00:07:26.92,00:07:26.92,>> PROBST: ...where you will behosted by a village.
124,00:07:28.54,00:07:28.54,"This will be an amazing,once-in-a-lifetime experience"
125,00:07:31.38,00:07:31.38,with a tribe who lives verydifferently from you.
126,00:07:34.25,00:07:34.25,"You'll be treated to all kindsof cultural activities,"
127,00:07:37.54,00:07:37.54,"including a major feast.>> Oh, wow!"
128,00:07:41.25,00:07:41.25,>> Oh!>> Let's do it.
129,00:07:42.83,00:07:42.83,>> PROBST: Because it iscustomary to bring a token of
