,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> Jeff: PREVIOUSLY ON
2,00:00:03.63,00:00:03.63,"""SURVIVOR"": AT GALANG THE WOMEN WERE IN CONTROL, LEAVING VYTAS,"
3,00:00:08.40,00:00:08.40,"THE ONLY MALE OF THE TRIBE, ON THE OUTSIDE LOOKING IN."
4,00:00:10.50,00:00:10.50,>> THERE'S ME AND THERE'S FIVE GIRLS.
5,00:00:12.27,00:00:12.27,"I'M THE ODD MAN OUT. >> Jeff: OVER AT TADHANA, ARAS"
6,00:00:16.27,00:00:16.27,THOUGHT HE WAS IN CONTROL. >> I KNOW VYTAS WILL COME WITH
7,00:00:20.43,00:00:20.43,US. I HAVE A REALLY DOMINANT
8,00:00:22.00,00:00:22.00,POSITION IN THE GAME >> Jeff: BUT IT WAS TYSON WHO
9,00:00:24.43,00:00:24.43,"WAS PULLING THE STRINGS, GAG IDLE INFORMATION."
10,00:00:29.90,00:00:29.90,AND PUTTING TOGETHER A MAJORITY ALLIANCE OF FIVE.
11,00:00:32.77,00:00:32.77,>> US FIVE. AND THEN IT'S SMOOTH SAILING.
12,00:00:35.73,00:00:35.73,>> I'M GOOD FOR THAT. >> HAPPY?
13,00:00:37.93,00:00:37.93,>> SOLID. >> WE KNOW WE CAN TRUST EACH
14,00:00:40.27,00:00:40.27,OTHER BECAUSE WE DON'T HAVE ANYONE OVER THERE WE TRUST MORE.
15,00:00:43.23,00:00:43.23,>> Jeff: TYSON DOES IT! TADHANA WINS IMMUNITY.
16,00:00:47.33,00:00:47.33,AFTER GALANG LOST THE IMMUNITY CHALLENGE--
17,00:00:49.00,00:00:49.00,>> WE'VE DECIDE AS FOUR GIRLS YOU'RE THE NEXT ONE TO GO.
18,00:00:52.40,00:00:52.40,">> LAURA B REVEALED THE WOMEN'S PLAN, HOPING TO SPARE VYTAS'"
19,00:00:56.67,00:00:56.67,FEELINGS. >> I FELT LIKE I COULD TRUST
20,00:00:59.17,00:00:59.17,"LAURA B., BUT NOW I JUST DON'T KNOW."
21,00:01:01.93,00:01:01.93,">> Jeff: AND IN THE END, SHE GOT HER WISH."
22,00:01:05.40,00:01:05.40,"LAURA. >> SAVING VYTAS' FEELINGS, BY"
23,00:01:08.40,00:01:08.40,"GETTING HERSELF VOTED OUT. LAURA, THE TRIBE HAS SPOKEN."
24,00:01:11.43,00:01:11.43,10 ARE LEFT. WHO WILL BE VOTED OUT TONIGHT?
25,00:01:17.43,00:01:17.43," Captioning brought to you by  Survivor Productions, CBS,"
26,00:01:18.60,00:01:18.60, and Ford.  Drive one.
27,00:01:21.37,00:01:21.37,">> WELL, THANKS FOR HAVING MY BACK, GUYS."
28,00:01:24.93,00:01:24.93,>> THANK YOU SO MUCH. LIKE.
29,00:01:26.00,00:01:26.00,>> FEEL-- I DO FEEL SUCH TRUST IN THIS GROUP.
30,00:01:29.23,00:01:29.23,>> UH-HUH. >> HOW LUCKY ARE WE?
31,00:01:31.80,00:01:31.80,">> THAT BASED ON WHAT THE NUMBERS ARE, THIS IS MY FIVE."
32,00:01:35.37,00:01:35.37,"I'M SPEAKING FOR ARAS AS WELL. NO MATTER WHAT HAPPENS, WE'VE"
33,00:01:38.93,00:01:38.93,"GOT THIS THING TIGHT, IT'S LOCKED."
34,00:01:41.10,00:01:41.10,>> YEAH. >> SO YOU THINK THAT ARAS HAS
35,00:01:43.37,00:01:43.37,GERVASE 100% AND HE WON'T WAVER? >> YUP.
36,00:01:46.30,00:01:46.30,">> I BELIEVE THAT, TOO. >> OKAY."
37,00:01:48.13,00:01:48.13,">> AND THAT MAKES SIX, AND IT IT GOES DOWN TOMORROW, THAT'S 11,"
38,00:01:53.07,00:01:53.07,"AND SIX IS THE MAJORITY, AND THERE IS NOTHING ELSE THAT NEEDS"
39,00:01:55.37,00:01:55.37,TO BE SAID. THE MERGE IS COMING SOON.
40,00:01:57.30,00:01:57.30,"AT THIS POINT, IT'S FIVE TOGETHER NO MATTER WHAT."
41,00:01:59.90,00:01:59.90,WE'RE STANDING FOR A CERTAIN WAY OF PLAYING THIS GAME.
42,00:02:02.43,00:02:02.43,WE'RE GOING TO BE MORAL. WE'RE GOING TO BE HONEST.
43,00:02:04.70,00:02:04.70,EVEN IT MEANS OUR DEATH. THAT'S NOT HOW I FEEL BUT THAT'S
44,00:02:08.17,00:02:08.17,WHAT I'M RAPPING TO THEM. >> I THINK MONICA AT THIS POINT
45,00:02:11.83,00:02:11.83,HAD TO DO MORE TO STICK HER NECK OUT FOR US THAN GERVASE HAS.
46,00:02:15.90,00:02:15.90,"AND THAT WHEN IT GETS DOWN TO FIVE AND SIX, THAT-- YOU KNOW,"
47,00:02:20.40,00:02:20.40,WE'D PUT HER IN THAT FIVE SPOT INSTEAD OF THE SIX SPOT.
48,00:02:23.13,00:02:23.13,>> I TOTALLY AGREE WITH THAT. >> I THINK THAT LOYALTY SHOULD
49,00:02:25.63,00:02:25.63,"BE REWARDED. >> THAT MEANS A LOT, ESPECIALLY"
50,00:02:28.17,00:02:28.17,"COMING FROM YOU, TINA. >> WELL, I DO MEAN IT."
51,00:02:30.80,00:02:30.80,>> THANK YOU. WE JUST GOT BACK FROM TRIBAL
52,00:02:34.63,00:02:34.63,"COUNCIL, AND, YOU KNOW, TINA MAKES AN ANNOUNCEMENT TONIGHT"
53,00:02:37.17,00:02:37.17,"THAT OKAY, GREAT, WE REALLY APPRECIATE EVERYTHING YOU'RE"
54,00:02:39.90,00:02:39.90,"DOING, MONICA, AND YOU'RE NUMBER FIVE."
55,00:02:42.30,00:02:42.30,>> WE'RE IN A PRETTY GOOD SPOT AS LONG AS ARAS IS ON BOARD.
56,00:02:47.63,00:02:47.63,">> HE WILL BE. >> IF WE MERGE, IT'S GOING TO BE"
57,00:02:49.63,00:02:49.63,DIFFICULT WHEN PEOPLE COME TO ME WITH AN OFFER BETTER THAN FIVE.
58,00:03:00.70,00:03:00.70,">> HEY, GUYS. GUESS WHO?"
59,00:03:03.00,00:03:03.00,">> HEY, WHO IS IT? THE OTHER LAURA."
60,00:03:05.40,00:03:05.40,"DAY 18. I THEY WROTE DOWN LAURA B., AND"
61,00:03:10.37,00:03:10.37,HERE I AM. IT'S A HUGELY HORRIBLE
62,00:03:13.53,00:03:13.53,NONSTRATEGIC MOVE TO GET RID OF ME AND KEEP VYTAS.
63,00:03:16.77,00:03:16.77,I THINK IT'S RIDICULOUS. >> WHAT HAPPENED?
64,00:03:19.40,00:03:19.40,">> OH, MY GOSH. THE GIRLS WERE ALL AGREEING TO"
65,00:03:23.20,00:03:23.20,SEND VYTAS HOME. >> THAT'S WHO I THOUGHT WAS GOG
66,00:03:26.03,00:03:26.03,"WALK? >> I'M TRYING TO BE A NICE,"
67,00:03:27.53,00:03:27.53,"HONEST PERSON, AND I TOLD HIM HERE I AM."
68,00:03:31.90,00:03:31.90,AND THEY DIDN'T GO WITH THE PLAN THAT I THOUGHT WE WERE DOING.
69,00:03:36.63,00:03:36.63,SO. >> I WAS PRETTY SURE IT WAS
70,00:03:38.03,00:03:38.03,"GOING TO BE VYTAS, TOO. >> THAT WOULD HAVE BEEN THE"
71,00:03:40.40,00:03:40.40,SMART MOVE. >> THAT WOULD HAVE BEEN THE
72,00:03:42.50,00:03:42.50,SMART MOVE. >> I DON'T UNDERSTAND IT.
73,00:03:43.83,00:03:43.83,>> IT SHOULD HAVE BEEN VYTAS. >> EXACTLY.
74,00:03:45.60,00:03:45.60,I DON'T FREAKING GET IT. I DON'T GET IT.
