,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,">> JEFF PROBST: 36 days ago, ten"
1,00:00:04.00,00:00:04.00,fans of Survivor were pittedagainst ten of their favorite
2,00:00:08.07,00:00:08.07,players from seasons past.>> You could be a fan of the
3,00:00:11.57,00:00:11.57,"Boston Red Sox, man, but youdon't want to play against the"
4,00:00:13.43,00:00:13.43,Boston Red Sox.You're going to get your ass
5,00:00:15.33,00:00:15.33,handed to you.>> JEFF: Let's get it on.
6,00:00:32.37,00:00:32.37,The tropical paradise ofMicronesia...
7,00:00:34.57,00:00:34.57,>> Got a big old four-footshark.
8,00:00:36.50,00:00:36.50,>> JEFF: ...proved to be bothbountiful and brutal.
9,00:00:42.73,00:00:42.73,The castaways were unexpectedlybattered by storms on a daily
10,00:00:45.43,00:00:45.43,"basis.>> You watch this show at home,"
11,00:00:49.83,00:00:49.83,"and when they show the rain,they show it for, like, 30"
12,00:00:52.07,00:00:52.07,seconds.They're not showing that you're
13,00:00:54.07,00:00:54.07,"standing in the rain for five,six hours straight."
14,00:00:57.17,00:00:57.17,>> JEFF: The conditions were soharsh that one castaway quit.
15,00:01:01.27,00:01:01.27,>> I can't be here one moreminute.
16,00:01:03.57,00:01:03.57,I can't take it.>> Bye.
17,00:01:07.33,00:01:07.33,">> Bye.>> JEFF: Throughout the game,"
18,00:01:13.13,00:01:13.13,injuries piled up like neverbefore...
19,00:01:15.80,00:01:15.80,"Our injury tally so far, Pennerhas a busted-up knee, Parvati"
20,00:01:19.60,00:01:19.60,"has a busted-up lip, Ami has atweaked knee."
21,00:01:23.53,00:01:23.53,...forcing out two of the game'sstrongest players.
22,00:01:28.47,00:01:28.47,">> I can only recommend, for thesake of his leg and his life,"
23,00:01:32.30,00:01:32.30,that he leaves the game now.It's not going to get better.
24,00:01:35.50,00:01:35.50,">> Oh, god bless it.>> JEFF: Let's get you out of"
25,00:01:40.53,00:01:40.53,here and get you to a hospital.It was the first time ever that
26,00:01:43.83,00:01:43.83,three players left without beingvoted out.
27,00:01:47.20,00:01:47.20,But the game continued.An early alliance was formed
28,00:01:50.40,00:01:50.40,"between Amanda, Parvati, andCirie."
29,00:01:53.40,00:01:53.40,">> All right, ladies, I haveboth of you guys' words that"
30,00:01:55.83,00:01:55.83,it's us three to the end.>> Yes.
31,00:01:58.50,00:01:58.50,>> Yeah.>> JEFF: The three women stayed
32,00:02:00.27,00:02:00.27,"true to each other throughoutthe entire game, but Parvati"
33,00:02:02.77,00:02:02.77,made some side deals on her own.>> I might just go ahead and
34,00:02:06.03,00:02:06.03,pull in Natalie and Alexis andtake them with me and Amanda and
35,00:02:08.77,00:02:08.77,"Cirie.Everyone else, they're dead to"
36,00:02:11.37,00:02:11.37,me.>> JEFF: All the women banded
37,00:02:14.20,00:02:14.20,together to form a super-alliance which took control of
38,00:02:16.53,00:02:16.53,the game.>> What is the plan?
39,00:02:19.10,00:02:19.10,>> Final five girls.>> JEFF: The first thing on
40,00:02:21.20,00:02:21.20,their agenda was to blindsidethe biggest threat.
41,00:02:23.40,00:02:23.40,">> This is, like, the perfectopportunity to get rid of Ozzy,"
42,00:02:26.10,00:02:26.10,because he'll never see itcoming.
43,00:02:28.73,00:02:28.73,">> JEFF: He had the hiddenimmunity idol, but he didn't"
44,00:02:31.30,00:02:31.30,"play it.Ozzy, the tribe has spoken."
45,00:02:36.93,00:02:36.93,But Ozzy's exit was just thebeginning.
46,00:02:44.97,00:02:44.97,>> It's like the black widowbrigade-- all the girls spinning
47,00:02:48.17,00:02:48.17,the guys around as much as wecan until they don't know which
48,00:02:50.70,00:02:50.70,"way is up, and then we'redevouring them one at a time."
49,00:02:56.53,00:02:56.53,>> JEFF: What happened next wasan unprecedented series of
50,00:02:58.90,00:02:58.90,"blindsides.Jason had the idol, but the"
51,00:03:02.20,00:03:02.20,women convinced him that he wassafe.
52,00:03:04.40,00:03:04.40,Jason.So he didn't play it.
53,00:03:06.87,00:03:06.87,"At the following tribal council,because Erik had immunity, the"
54,00:03:09.67,00:03:09.67,women were forced to vote outone of their own.
55,00:03:13.13,00:03:13.13,They picked Amanda.>> Pretty much everyone here has
56,00:03:15.47,00:03:15.47,told me they're voting for metonight.
57,00:03:17.43,00:03:17.43,>> JEFF: But when she producedthe hidden immunity idol...
58,00:03:19.70,00:03:19.70,>> I got it!>> JEFF: ...the vote bounced
59,00:03:21.87,00:03:21.87,"back to Alexis.Alexis, you need to bring me"
60,00:03:23.67,00:03:23.67,your torch.And when Erik won immunity
61,00:03:27.83,00:03:27.83,"again...>> Nat, tell him if he were to"
62,00:03:29.90,00:03:29.90,"give you the necklace that wouldredeem him, and we would vote"
63,00:03:33.53,00:03:33.53,for Amanda.>> Who would fall for that?
64,00:03:36.03,00:03:36.03,>> I want to give individualimmunity to Natalie.
65,00:03:39.60,00:03:39.60,>> JEFF: ...they pulled off thebiggest blindside in Survivor
66,00:03:41.93,00:03:41.93,history.>> You officially go down as the
67,00:03:46.60,00:03:46.60,"dumbest survivor ever.>> JEFF: Erik, the tribe has"
68,00:03:51.17,00:03:51.17,spoken.Three days left in this game.
69,00:03:56.00,00:03:56.00,Who knows what is going tohappen?
70,00:03:59.53,00:03:59.53,Now four are left.Cirie...
71,00:04:02.20,00:04:02.20,">> In this game for me, it's allabout who I think I can trust."
72,00:04:05.57,00:04:05.57,"And if I feel that I can trustyou, then I'm willing to go all"
73,00:04:09.30,00:04:09.30,"the way with you.But if I don't trust you, then"
