,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:02.37,00:00:02.37,Survivor: A storm devastated the Saboga Tribe.
3,00:00:05.57,00:00:05.57,>> The stupid shelter; that I built was destroyed.
4,00:00:08.47,00:00:08.47,Digging into the sand is the dumbest idea
5,00:00:10.60,00:00:10.60,"I've ever had in my life. >> PROBST: But at Chapera,"
6,00:00:13.33,00:00:13.33,the tribe weathered the storm in comfort...
7,00:00:15.70,00:00:15.70,>> I slept almost all night long.
8,00:00:17.93,00:00:17.93,>> PROBST: ...giving Rob and Amber's alliance a chance
9,00:00:19.87,00:00:19.87,to heat up. >> You're so warm.
10,00:00:23.03,00:00:23.03,>> Boston Rob and Amber are going to do it.
11,00:00:26.37,00:00:26.37,">> PROBST: At the reward challenge, Chapera continued"
12,00:00:28.77,00:00:28.77,their winning streak. Chapera... rice tonight.
13,00:00:32.07,00:00:32.07,"In addition, take a shower, get cleaned up."
14,00:00:34.57,00:00:34.57,"Back at camp, the tribe got clean"
15,00:00:37.13,00:00:37.13,and found the final key to their lockbox.
16,00:00:40.50,00:00:40.50,">> Oh. >> You guys, that's alcohol."
17,00:00:42.90,00:00:42.90,"That's whiskey. >> Hey, guys, we got rice!"
18,00:00:46.60,00:00:46.60,>> PROBST: The rice helped Chapera to an early lead
19,00:00:49.07,00:00:49.07,during a very physical immunity challenge.
20,00:00:51.47,00:00:51.47,"Chapera, first to start building the puzzle."
21,00:00:53.77,00:00:53.77,"But the puzzle proved difficult, and Saboga and Mogo Mogo"
22,00:00:56.93,00:00:56.93,"both took immunity, leaving Chapera"
23,00:01:00.23,00:01:00.23,"with their first immunity loss. Before Tribal Council,"
24,00:01:03.47,00:01:03.47,the two Robs made a pact. >> We can make good allies.
25,00:01:07.03,00:01:07.03,>> I agree. >> I made an alliance with
26,00:01:09.43,00:01:09.43,"Boston Rob, and a deal's a deal. >> PROBST: But at Tribal"
27,00:01:13.50,00:01:13.50,"Council, Rob C. learned he'd been played."
28,00:01:16.53,00:01:16.53,"Rob, the tribe has spoken. Fourteen are left."
29,00:01:20.63,00:01:20.63,Who will be voted out tonight? (birds chirping)
30,00:02:50.77,00:02:50.77,">> Uno, dos, tres, cuatro. >> \xe2\x99\xaa Well, last time I seen"
31,00:02:54.73,00:02:54.73,her standing on a hill \xe2\x99\xaa Shaking her boobs and... \xe2\x99\xaa
32,00:02:58.50,00:02:58.50,( all yelling and singing ) >> We got to build a boat!
33,00:03:05.53,00:03:05.53,">> Oh, my God. >> I did this in Marquesas."
34,00:03:09.63,00:03:09.63,">> ""Put on your game face for this reward"
35,00:03:12.47,00:03:12.47,you will compete. This may change your situation
36,00:03:14.13,00:03:14.13,and the quantities you eat. Here are the supplies
37,00:03:17.03,00:03:17.03,"to build a raft, one that four of you can race."
38,00:03:19.60,00:03:19.60,"Tribe pride is on the line. You'd better keep up the pace."""
39,00:03:22.87,00:03:22.87,">> Four of us can race. Chances are, Tom, you might"
40,00:03:26.03,00:03:26.03,"sit out, 'cause you're the biggest guy."
41,00:03:27.40,00:03:27.40,"You're going to drag the boat down, so..."
42,00:03:28.93,00:03:28.93,">> I'm an anchor. >> Well, this morning we got"
43,00:03:30.83,00:03:30.83,some tree mail which involves building a raft.
44,00:03:33.07,00:03:33.07,"We got a bunch of bamboo, some rope and one paddle."
45,00:03:36.13,00:03:36.13,The biggest part of the challenge is obviously
46,00:03:38.33,00:03:38.33,building it. >> We'll probably be... here...
47,00:03:53.63,00:03:53.63,to have the two power strokes. You'll be there.
48,00:03:55.90,00:03:55.90,You'll be there. You put two bundles and then
49,00:03:58.83,00:03:58.83,the platform right on it. Then we're making outriggers.
50,00:04:01.60,00:04:01.60,"It's like a big catamaran. >> Apparently, we're building"
51,00:04:04.50,00:04:04.50,"a pontoon boat, a catamaran possibly-- I'm not sure--"
52,00:04:09.70,00:04:09.70,with two bundles of bamboo underneath supporting the
53,00:04:11.83,00:04:11.83,platform. It sounds great in theory.
54,00:04:15.97,00:04:15.97,I hope it works. I'm a little bit worried
55,00:04:18.70,00:04:18.70,"about building stuff now, ever since our..."
56,00:04:21.17,00:04:21.17,first shelter fiasco. >> I love it.
57,00:04:25.83,00:04:25.83,>> Let's start lashing the top to it.
58,00:04:27.70,00:04:27.70,I feel very good about the raft. I'm trying to not think
59,00:04:30.77,00:04:30.77,"about the house. You know, I got my reputation"
60,00:04:33.43,00:04:33.43,"riding on this damn thing again. >> Okay, guys, we have"
61,00:04:36.83,00:04:36.83,to win this today. We're going to have to paddle
62,00:04:39.10,00:04:39.10,our asses off. >> We came up with a good
63,00:04:41.53,00:04:41.53,"design, and with four paddles, we should be able to fly."
64,00:04:44.03,00:04:44.03,We want to win. >> The key is you got to use
65,00:04:54.47,00:04:54.47,"every blooming piece of bamboo. >> Do you use full length,"
66,00:04:57.37,00:04:57.37,or do you make it shorter? >> Full length.
67,00:04:59.33,00:04:59.33,>> Yeah? >> Why?
68,00:05:01.17,00:05:01.17,">> 'Cause, you know what? It's too much energy"
69,00:05:03.20,00:05:03.20,"to cut it down. >> It could be very,"
70,00:05:05.37,00:05:05.37,"very, very simple. These bundles, as they are,"
71,00:05:07.97,00:05:07.97,will never sink. Don't think too hard.
72,00:05:10.63,00:05:10.63,Simple is always better. The challenge was
73,00:05:13.47,00:05:13.47,to construct a raft... that was worthy...
74,00:05:15.33,00:05:15.33,of the sea and could carry four of us.
75,00:05:20.13,00:05:20.13,So that meant this raft not only had to carry Lex
76,00:05:23.07,00:05:23.07,"and Kathy and I and a normal human being,"
77,00:05:25.60,00:05:25.60,but it's got to carry 260 pounds of Hatch.
78,00:05:29.00,00:05:29.00,>> I think it's good for steering.
79,00:05:32.10,00:05:32.10,>> Let's kind of go back and forth and see how stable it is.
