,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,>> JEFF PROBST: Previously on
1,00:00:03.71,00:00:03.71,Survivor:>> This is the scariest thing
2,00:00:06.83,00:00:06.83,and the hardest thing thingthat I'll ever do.
3,00:00:09.12,00:00:09.12,>> PROBST: The last Ulong memberbattled to survive alone.
4,00:00:12.17,00:00:12.17,>> I feel like I'm goingto starve to death.
5,00:00:14.62,00:00:14.62,"No, no, no. Man!It's tough."
6,00:00:17.42,00:00:17.42,But if I win...it'll be worth it.
7,00:00:20.54,00:00:20.54,>> PROBST: As she reachedher breaking point...
8,00:00:22.33,00:00:22.33,">> Oh, my God!PROBST: ...Stephenie received"
9,00:00:24.67,00:00:24.67,some good news.>> It's a merge!
10,00:00:27.42,00:00:27.42,I'm going to have friends!And food!
11,00:00:30.38,00:00:30.38,>> PROBST: She packed herthings...
12,00:00:32.50,00:00:32.50,">> See you later, Ulong.>> PROBST: ...and paddled out"
13,00:00:35.17,00:00:35.17,"to join Koror.>> Oh, God, here she comes."
14,00:00:38.04,00:00:38.04,">> Oh, my God...>> PROBST: Koror welcomed"
15,00:00:40.21,00:00:40.21,their new tribe matewith open arms.
16,00:00:43.08,00:00:43.08,But some had different ideas.>> As much as I'd like
17,00:00:45.58,00:00:45.58,"to have her around,I think she needs to go"
18,00:00:48.25,00:00:48.25,really fast.>> PROBST: Two Palauan fishermen
19,00:00:50.12,00:00:50.12,arrive to teach the tribe how tofish.
20,00:00:53.58,00:00:53.58,">> Oh, yeah!>> PROBST: And then they"
21,00:00:57.12,00:00:57.12,celebrated with an island feast.>> Where's Tom?
22,00:00:59.71,00:00:59.71,Drinking from the bottle.( woman gasps )
23,00:01:03.08,00:01:03.08,>> PROBST: And some celebratedmore than others.
24,00:01:04.67,00:01:04.67,( gasps )>> You all right?
25,00:01:08.00,00:01:08.00,">> Yeah, I'm good.>> Stephenie?"
26,00:01:11.00,00:01:11.00,">> PROBST: The next day,Coby told Stephenie"
27,00:01:13.38,00:01:13.38,all of the tribe'ssecrets and alliances...
28,00:01:15.17,00:01:15.17,>> Jennifer is yourmain bout right now.
29,00:01:17.67,00:01:17.67,Because Jennifer isso jealous of you.
30,00:01:19.92,00:01:19.92,>> PROBST: ...irritating some ofthe other tribe members.
31,00:01:22.00,00:01:22.00,>> It is so obviouswhat he's doing right now.
