,begin,end,subtitles_text
0,00:00:00.00,00:00:00.00,PREVIOUSLY ON SURVIVOR:
1,00:00:04.80,00:00:04.80,THE RETURNING PLAYERS WERE INCONTROL OF THE GAME. THEY WERE
2,00:00:07.97,00:00:07.97,LED BY A MAJORITY ALLIANCE OFFIVE.
3,00:00:11.87,00:00:11.87,THEIR ONLY WORRY WAS KNOWINGTHAT THEIR LOVED ONES WERE BEING
4,00:00:12.40,00:00:12.40,"VOTED OUT.AND AT REDEMPTION ISLAND, BRAD"
5,00:00:19.60,00:00:19.60,CULPEPPER WAS TAKING ALL THEBLAME.
6,00:00:21.43,00:00:21.43,>> SHE'S SHUSHING THE WOMEN.>> HAVE I SHUSHED A WOMAN.
7,00:00:24.17,00:00:24.17,">> ( BLEEP ) YOU, BRADCULPEPPER."
8,00:00:30.83,00:00:30.83,">> Jeff: FOR THE LOVED ONES,THINGS WENT FROM BRAD BAD TO"
9,00:00:34.87,00:00:34.87,WORSE.WHEN THEY LOST THEIR FOURTH
10,00:00:36.50,00:00:36.50,IMMUNITY CHALLENGE IN A ROW.GALANG REMAINS UNDEFEATED.
11,00:00:43.00,00:00:43.00,>> I WANT MY DAUGHTER TO SUCCEEDYET I HAVE A TRIBE OF PEOPLE
12,00:00:47.17,00:00:47.17,COUNTING ON ME AS WELL.>> Jeff: THE MEN PLANNED TO
13,00:00:50.10,00:00:50.10,TAKE OUT ONE OF THE GIRLS.BUT CALEB CAUGHT WIND OF ANOTHER
14,00:00:56.60,00:00:56.60,PLAN.>> CALEB.
15,00:00:59.13,00:00:59.13,">> AT TRIBAL COUNCIL, CALEB TOOKTHE GAME INTO HIS OWN HANDS."
16,00:01:02.50,00:01:02.50,>>  I DON'T WANT YOU TO GOHOME.
17,00:01:05.73,00:01:05.73,I'M GOING TO WRITE BRAD'S NAMEDOWN.
18,00:01:08.87,00:01:08.87,>> Jeff: WOW!THAT IS THROWING IT OUT THERE.
19,00:01:13.53,00:01:13.53,"QINGs TADHANA TO THROW OUTTHEIR LEADER, BRAD THE TRIBE HAS"
20,00:01:18.27,00:01:18.27,SPOKEN.THAT WAS ONE OF THE BIGGEST
21,00:01:19.30,00:01:19.30,SHIFTS OF POWER THAT HAS EVERHAPPENED AT TRIBAL COUNCIL.
22,00:01:22.57,00:01:22.57,"13 ARE LEFT, WHO WILL BE VOTEDOUT TONIGHT."
23,00:01:32.67,00:01:32.67,"WOW, YOU GUYS.I DIDN'T MEAN TO BACK YOU ALL"
24,00:01:35.97,00:01:35.97,INTO A CORNER THERE.>> WOO.
25,00:01:37.97,00:01:37.97,>> I COULDN'T HELP.>> WHAT THE HECK.
26,00:01:43.73,00:01:43.73,TRIBAL WAS UNREAL.>> ARE YOU UPSET?
27,00:01:47.33,00:01:47.33,>> I LOVE SEAR ATOO.IF THIS IS BRAD'S TIME IT'S
28,00:01:52.37,00:01:52.37,BREAD TIME.>> NOW I SEE THAT THEY HAD NO
29,00:01:58.33,00:01:58.33,CLUE CALEB WAS GOING TO DOTHAT.
30,00:02:00.07,00:02:00.07,"IF I CAN GET CALEB SWITCH OVERTO ME AND KATIE, ME AND KATIE"
31,00:02:03.57,00:02:03.57,"HAVE THE NUMBERS.EITHER WAY, I'M HAPPY TO BE HERE"
32,00:02:06.43,00:02:06.43,ANOTHER DAY.>> THAT WAS UNBELIEVABLE.
33,00:02:08.00,00:02:08.00,>> TOUCHE.GOOD STUFF.
34,00:02:09.87,00:02:09.87,>> DID YOU HAVE THAT PLANNED?>> NO.
35,00:02:12.63,00:02:12.63,IT JUST FESTERED.I THOUGHT IT HAD JUST FESTERED
36,00:02:16.97,00:02:16.97,UNTIL I JUST COULDN'T KEEP ITDOWN.
