,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00," >> JEFF PROBST: 36 days ago, 18"
2,00:00:11.83,00:00:11.83,Americans began the adventure of a lifetime.
3,00:00:14.79,00:00:14.79,(tribesmen shouting) They were marooned at a tribal
4,00:00:19.46,00:00:19.46,village on the remote island nation of Vanuatu.
5,00:00:24.67,00:00:24.67,"In ceremonial fashion, the castaways were divided into a"
6,00:00:28.25,00:00:28.25,tribe of men and a tribe of women.
7,00:00:31.88,00:00:31.88,"While the women were forced to watch from the sidelines, the"
8,00:00:35.54,00:00:35.54,men were given the opportunity to retrieve a traditional spirit
9,00:00:38.88,00:00:38.88,stone used to ward off evil spirits.
10,00:00:42.12,00:00:42.12,You have to get it from atop of that pole.
11,00:00:44.12,00:00:44.12,"If you fail, the women get it. The rivalry between the men and"
12,00:00:49.46,00:00:49.46,the women had begun. (tribes cheering)
13,00:00:52.21,00:00:52.21,>> I think the boys got a lot more out of that ceremony
14,00:00:55.12,00:00:55.12,"than we did, so we're out for blood now."
15,00:00:57.25,00:00:57.25,">> PROBST: Survivors ready, go! At the first immunity challenge,"
16,00:01:01.46,00:01:01.46,the men's Lopevi tribe had a solid lead over the women's
17,00:01:05.17,00:01:05.17,Yasur tribe. >> Get her through! Get her
18,00:01:08.17,00:01:08.17,through! >> PROBST: But Chris couldn't
19,00:01:11.71,00:01:11.71,"make it across the balance beam, and the women won immunity."
20,00:01:15.46,00:01:15.46,"Back at camp, the young guys wanted Chris out."
21,00:01:22.21,00:01:22.21,>> It has to be. >> PROBST: But Sarge proposed a
22,00:01:25.25,00:01:25.25,strategy to keep the older men in the game.
23,00:01:28.21,00:01:28.21,>> The only way we have survival here is if we get rid
24,00:01:30.62,00:01:30.62,of the young people. >> PROBST: First person voted
25,00:01:34.75,00:01:34.75,"out of Vanuatu Islands of Fire, Brook."
26,00:01:37.38,00:01:37.38,"Sarge's plan worked. Perceived as a physical threat,"
27,00:01:41.46,00:01:41.46,Brook was voted out and Chris was saved.
28,00:01:46.46,00:01:46.46,"For immunity, go! At the second immunity"
29,00:01:49.42,00:01:49.42,"challenge... >> Straight, Bubba, right there."
30,00:01:51.04,00:01:51.04,>> PROBST: ...it was the men who came out on top when Sarge led
